0;78;70;0;-0.028320;-0.386475;-1.307810;
10;37;41;31;-0.007324;-0.384521;-1.290054;
20;66;74;29;-0.008789;-0.385498;-1.289499;
30;45;578;638;-0.155029;-0.338135;-1.220696;
40;77;565;589;-0.014893;-0.346191;-1.285893;
50;57;557;635;-0.130615;-0.445312;-1.318352;
60;523;536;567;-0.019775;-0.404785;-1.341934;
70;541;549;580;-0.067383;-0.414307;-1.360522;
80;543;514;525;-0.099609;-0.321289;-1.264530;
90;521;497;507;-0.032227;-0.410156;-1.267027;
100;497;497;557;0.024658;-0.474854;-1.321126;
110;483;506;530;-0.094727;-0.280273;-1.320849;
120;517;500;529;-0.163574;-0.298584;-1.265363;
130;475;489;517;0.063965;-0.461670;-1.164655;
140;486;485;526;0.213379;-0.514160;-1.371619;
150;447;476;495;-0.090088;-0.398193;-1.463448;
160;447;459;459;-0.124023;-0.235840;-1.184630;
170;451;436;471;0.001953;-0.438721;-1.250936;
180;464;620;674;-0.077637;-0.422363;-1.205715;
190;428;617;605;-0.063965;-0.348145;-1.359967;
200;541;619;634;-0.040771;-0.327637;-1.356638;
210;523;592;578;0.098389;-0.543213;-1.306700;
220;520;584;563;0.134033;-0.369629;-1.353031;
230;521;584;566;-0.224121;-0.396973;-1.427382;
240;515;583;550;0.073242;-0.367676;-1.091136;
250;493;570;563;0.156982;-0.365967;-1.225690;
260;515;535;525;-0.091309;-0.326660;-1.306145;
270;492;522;551;-0.057373;-0.409424;-1.257872;
280;453;526;536;0.079590;-0.495850;-1.296990;
290;464;510;578;-0.056641;-0.375000;-1.283396;
300;438;488;492;0.025635;-0.398438;-1.372174;
310;464;515;552;-0.004883;-0.404785;-1.315578;
320;429;475;484;-0.103516;-0.370117;-1.215703;
330;438;491;479;0.066162;-0.398682;-1.285338;
340;443;485;483;-0.013916;-0.360107;-1.293106;
350;421;467;438;-0.188477;-0.347168;-1.273963;
360;419;483;419;0.014404;-0.374512;-1.209044;
370;405;435;440;0.174561;-0.455566;-1.280899;
380;372;433;413;-0.074219;-0.386475;-1.354418;
390;381;432;435;-0.095703;-0.407471;-1.377167;
400;369;425;431;0.155029;-0.380127;-1.230961;
410;393;435;472;-0.067383;-0.413574;-1.280899;
420;360;408;373;-0.124023;-0.381348;-1.292551;
430;381;423;403;0.125000;0.000000;-1.935289;
440;371;414;445;0.015625;0.000000;-1.189555;
450;352;505;569;0.015625;0.000000;1.012207;
460;330;529;628;0.015625;0.000000;2.059786;
470;309;595;576;0.015625;0.000000;1.136496;
480;290;589;613;0.015625;0.000000;1.793453;
490;302;613;621;0.015625;0.000000;1.935497;
500;264;637;623;0.015625;0.000000;1.971008;
510;261;659;659;0.015625;0.000000;-1.935220;
520;249;647;683;0.015625;0.000000;-1.509086;
530;277;650;678;0.015625;0.000000;-1.597864;
540;258;648;676;0.015625;0.000000;-1.633375;
550;235;636;698;0.015625;0.000000;-1.242752;
560;223;661;710;0.015625;0.000000;-1.029685;
570;232;1459;1573;0.015625;0.000000;0.657373;
580;208;1387;1447;0.015625;0.000000;-1.579900;
590;721;1329;1387;0.015625;0.000000;1.900194;
600;690;1256;1318;0.015625;0.000000;0.675059;
610;654;1187;1260;0.015625;0.000000;-0.354834;
620;609;1148;1248;0.015625;0.000000;-0.567901;
630;567;1108;1179;0.015625;0.000000;-1.793036;
640;567;1040;1062;0.015625;0.000000;0.674990;
650;670;1000;1048;0.015625;0.000000;0.426411;
660;618;982;1051;0.015625;0.000000;0.479678;
670;592;941;922;0.015625;0.000000;-1.810861;
680;644;881;985;0.015625;0.000000;-0.692260;
690;679;867;876;0.015625;0.000000;1.917811;
700;736;919;878;0.015625;0.000000;1.953322;
710;786;1009;949;0.015625;0.000000;-1.331461;
720;831;1047;1060;0.015625;0.000000;0.639478;
730;862;1114;1057;0.015625;0.000000;0.586212;
740;928;1193;1159;0.015625;0.000000;-2.148148;
750;973;1239;1213;0.015625;0.000000;-1.189347;
760;1019;1342;1272;0.015625;0.000000;-0.141767;
770;1099;1388;1330;0.015625;0.000000;0.888126;
780;1121;1458;1404;0.015625;0.000000;2.202039;
790;1185;1533;1497;0.015625;0.000000;-0.692121;
800;1222;1594;1577;0.015625;0.000000;0.728395;
810;1269;1641;1597;0.015625;0.000000;1.083507;
820;1264;1651;1620;0.015625;0.000000;1.491885;
830;1263;1679;1602;0.015625;0.000000;1.172285;
840;1283;1715;1636;0.015625;0.000000;1.775974;
850;1305;1714;1627;0.015625;0.000000;1.616174;
860;1323;1730;1705;0.015625;0.000000;-1.544320;
870;1322;1728;1663;0.015625;0.000000;2.255375;
880;1317;1778;1677;0.015625;0.000000;-2.041476;
890;1305;1741;1672;0.015625;0.000000;-2.130254;
900;1274;1709;1683;0.015625;0.000000;-1.934942;
910;1272;1740;1657;0.015625;0.000000;2.148842;
920;1325;1790;1610;0.015625;0.000000;1.314329;
930;1305;1729;1628;0.015625;0.000000;1.633930;
940;1276;1685;1608;0.015625;0.000000;1.278818;
950;1304;1734;1618;0.015625;0.000000;1.456374;
960;1289;1715;1622;0.015625;0.000000;1.527396;
970;1268;1707;1611;0.015625;0.000000;1.332085;
980;1258;1691;1604;0.015625;0.000000;1.207796;
990;1278;1727;1645;0.015625;0.000000;1.935775;
1000;1289;1736;1703;0.015625;0.000000;-1.579831;
1010;1314;1703;1618;0.015625;0.000000;1.456374;
1020;1263;1667;1574;0.015625;0.000000;0.675128;
1030;1256;1699;1608;0.015625;0.000000;1.278818;
1040;1263;1679;1619;0.015625;0.000000;1.474130;
1050;1272;1749;1634;0.015625;0.000000;1.740463;
1060;1327;1741;1656;0.015625;0.000000;2.131086;
1070;1274;1711;1633;0.015625;0.000000;1.722708;
1080;1263;1679;1608;0.015625;0.000000;1.278818;
1090;1248;1653;1586;0.015625;0.000000;0.888195;
1100;1269;1668;1579;0.015625;0.000000;0.763906;
1110;1295;1722;1683;0.015625;0.000000;-1.934942;
1120;1272;1708;1575;0.015625;0.000000;0.692884;
1130;1314;1712;1672;0.015625;0.000000;-2.130254;
1140;1291;1750;1675;0.015625;0.000000;-2.076987;
1150;1321;1749;1645;0.015625;0.000000;1.935775;
1160;1294;1758;1695;0.015625;0.000000;-1.721875;
