0;37;70;0;-0.020264;-0.240967;-1.340547;
10;77;43;62;-0.027344;-0.231689;-1.339159;
20;53;58;23;-0.020508;-0.236328;-1.338605;
30;78;601;677;-0.011475;-0.235107;-1.345540;
40;41;593;631;-0.019287;-0.241699;-1.340547;
50;67;572;635;-0.026367;-0.240967;-1.339714;
60;577;572;547;-0.007324;-0.238525;-1.302538;
70;568;555;580;-0.045166;-0.219727;-1.342211;
80;541;543;615;0.109131;-0.253662;-1.423221;
90;545;546;568;-0.011719;-0.240723;-1.382439;
100;517;512;607;-0.126465;-0.211426;-1.373283;
110;502;489;551;-0.018799;-0.196045;-1.332224;
120;515;505;547;-0.028564;-0.227295;-1.308919;
130;479;478;547;-0.024414;-0.261719;-1.321959;
140;499;497;557;-0.029053;-0.225830;-1.293938;
150;471;463;511;-0.065430;-0.180176;-1.371341;
160;465;454;476;0.033936;-0.235352;-1.388820;
170;441;447;462;-0.019775;-0.299561;-1.343876;
180;464;626;626;0.063965;-0.263428;-1.374948;
190;454;607;607;0.072510;-0.181152;-1.387710;
200;547;572;671;-0.214600;-0.175049;-1.192953;
210;534;570;555;-0.135010;-0.257324;-1.209044;
220;534;578;589;0.030029;-0.111816;-1.417950;
230;555;584;539;0.055420;-0.244629;-1.476210;
240;515;564;568;-0.049561;-0.363281;-1.347482;
250;498;538;524;-0.197266;-0.181885;-1.258427;
260;523;551;544;-0.074707;-0.295898;-1.264808;
270;476;514;499;0.278809;-0.396240;-1.349979;
280;473;526;526;-0.053711;-0.003906;-1.476210;
290;569;677;759;-0.348877;-0.148926;-1.464836;
300;567;659;688;0.084473;-0.567383;-1.214870;
310;541;762;777;-0.068848;-0.295898;-1.210154;
320;638;741;751;0.053223;-0.180176;-1.483701;
330;683;821;775;0.116455;-0.085205;-1.447080;
340;653;858;821;0.214111;-0.358887;-1.195728;
350;688;891;938;0.016846;-0.169189;-1.111666;
360;735;932;903;0.211426;0.004395;-1.688445;
370;748;962;932;-0.352783;-0.300049;-1.533361;
380;763;949;953;-0.822510;-0.076172;-1.272853;
390;769;945;949;-0.564697;-0.020264;-1.328340;
400;817;1039;1002;-0.864990;-0.264893;-1.152448;
410;832;1044;1003;-0.277100;-0.065674;-1.488695;
420;844;1044;976;-0.511230;-0.101562;-1.357747;
430;897;1092;1028;-0.255127;0.145264;-1.299487;
440;852;1087;1045;0.093262;-0.021729;-1.210431;
450;928;1168;1123;0.099609;-0.106445;-1.285338;
460;942;1188;1087;0.625000;-1.206055;-1.500624;
470;945;1178;1112;-0.340820;0.576416;-1.208489;
480;983;1229;1185;0.147217;-1.109131;-1.666528;
490;961;1250;1205;0.342773;1.201904;-1.133306;
500;1031;1265;1222;-0.166016;0.555176;-1.490637;
510;1015;1296;1214;-0.521973;1.072510;-1.464836;
520;1011;1301;1227;0.941895;0.565674;-1.002081;
530;1041;1317;1305;-0.724365;-1.349121;-2.029963;
540;1073;1339;1370;0.248291;0.893799;-0.739076;
550;1057;1401;1392;-1.126953;-1.108154;-1.480649;
560;1091;1412;1421;1.156982;-0.177979;-1.080039;
570;1135;1444;1375;0.951904;-0.386230;-1.573589;
580;1160;1466;1398;1.385498;-1.075195;-0.936052;
590;1163;1496;1459;0.983154;-0.163330;-1.860175;
600;1202;1516;1430;-1.554199;-0.909668;-1.359967;
610;1185;1509;1453;0.957764;1.017822;-0.856984;
620;1204;1558;1505;0.467529;-0.634521;-1.779442;
630;1247;1554;1477;-1.773682;-0.591797;-1.328617;
640;1223;1543;1526;1.219238;0.106201;-1.434041;
650;1240;1578;1494;1.973633;-0.494385;-1.798863;
660;1216;1556;1583;-1.902344;-0.241699;-1.315578;
670;1242;1578;1522;-2.000000;-0.242676;-1.016785;
680;1275;1603;1528;1.999939;-0.281738;-1.232626;
690;1245;1612;1552;1.999939;0.657227;-0.923845;
700;1270;1576;1492;-1.030273;0.694336;-1.339159;
710;1298;1590;1552;-2.000000;-0.442871;-1.241781;
720;1237;1571;1525;-2.000000;-1.800537;-1.530864;
730;1285;1591;1530;-0.000122;-0.015747;-0.017894;
740;1274;1586;1583;1.999939;-0.444336;-1.846303;
750;1281;1599;1496;1.999939;0.443359;-1.313358;
760;1289;1574;1517;1.999939;0.117188;-1.016230;
770;1259;1579;1573;0.521484;0.977783;-0.960466;
780;1277;1571;1500;-0.807129;0.990479;-0.891663;
790;1289;1612;1542;-1.949463;0.952393;-0.995700;
800;1253;1591;1578;-2.000000;0.918701;-0.966292;
810;1247;1571;1527;-2.000000;0.635254;-0.858094;
820;1237;1591;1504;-2.000000;0.529053;-0.899431;
830;1289;1585;1517;-2.000000;0.333252;-0.970454;
840;1258;1554;1510;-2.000000;0.404053;-0.966570;
850;1292;1554;1509;-2.000000;0.712158;-0.866140;
860;1263;1550;1563;-2.000000;0.854248;-0.827299;
870;1285;1542;1456;-1.751953;1.087891;-0.853100;
880;1282;1552;1446;-1.005859;1.096924;-0.802608;
890;1296;1570;1499;-0.038330;0.976074;-0.782633;
900;1272;1567;1506;1.054199;0.666260;-0.817589;
910;1289;1575;1499;1.905029;0.686279;-1.100291;
