0;41;85;0;-0.014893;-0.345459;-1.298654;
10;72;70;24;-0.011230;-0.343018;-1.308919;
20;35;49;0;-0.014160;-0.342529;-1.295325;
30;46;577;617;0.021973;-0.355713;-1.344153;
40;78;546;570;0.116455;-0.380371;-1.328894;
50;45;528;546;-0.018311;-0.290283;-1.198779;
60;600;538;572;-0.011475;-0.293945;-1.334720;
70;552;514;560;0.143066;-0.348633;-1.336940;
80;584;511;512;0.109375;-0.455566;-1.377722;
90;557;511;499;0.037598;-0.409912;-1.285060;
100;558;491;532;0.027344;-0.334961;-1.389374;
110;541;467;552;-0.033936;-0.309082;-1.371341;
120;527;491;493;0.086670;-0.231934;-1.070884;
130;515;465;493;0.029541;-0.382324;-1.289499;
140;485;444;451;-0.413818;-0.335449;-1.419614;
150;497;460;462;-0.020752;-0.272461;-1.404356;
160;485;440;474;0.119141;-0.429932;-1.303648;
170;465;421;427;-0.177734;-0.368896;-1.196005;
180;485;607;630;-0.131592;-0.261719;-1.375225;
190;456;626;626;0.069336;-0.248047;-1.409072;
200;554;596;594;0.004150;-0.354248;-1.302538;
210;515;570;608;0.259766;-0.520020;-1.167430;
220;537;559;584;-0.045654;-0.298584;-1.328340;
230;517;547;543;-0.362549;-0.211670;-1.458732;
240;517;543;557;0.150391;-0.342285;-1.269802;
250;477;551;612;-0.018555;-0.362305;-1.105840;
260;485;537;540;-0.428955;-0.167480;-1.308642;
270;501;531;534;-0.396240;-0.413330;-1.467055;
280;521;700;686;-0.232910;-0.409180;-1.460397;
290;550;647;685;-0.220947;-0.110352;-1.227632;
300;541;643;658;0.109619;-0.413086;-1.306977;
310;594;713;704;0.307861;-0.405273;-1.359412;
320;644;779;771;-0.213867;-0.262695;-1.382161;
330;620;812;783;-0.007812;-0.576904;-1.396588;
340;670;820;779;0.079102;-0.750000;-1.228742;
350;702;863;804;-0.444824;-0.105957;-1.505063;
360;723;862;821;-0.294189;-0.215332;-1.199612;
370;710;927;935;0.386475;-0.233643;-0.935220;
380;773;952;924;-0.309326;-0.345703;-1.602996;
390;773;947;973;1.268311;-0.874268;-1.710917;
400;807;980;966;0.669434;0.315430;-1.334443;
410;793;1024;967;-2.000000;-0.682617;-1.137744;
420;826;1029;970;-0.576416;-0.942139;-1.919822;
430;850;1061;1006;1.999939;-0.685791;-1.598835;
440;877;1106;1079;-1.672363;0.447266;-1.293938;
450;883;1097;1047;-2.000000;-2.000000;-2.272715;
460;918;1142;1098;1.999939;1.999939;0.071022;
470;958;1178;1117;-2.000000;-1.339111;-0.692190;
480;965;1185;1187;1.999939;0.889404;-2.272715;
490;958;1199;1202;0.590332;-0.938721;-2.272715;
500;980;1208;1151;-2.000000;-2.000000;-2.272715;
510;974;1264;1204;1.999939;1.999939;0.701900;
520;1035;1306;1219;-2.000000;-2.000000;-2.272715;
530;1048;1332;1265;1.999939;1.999939;2.272645;
540;1057;1358;1313;-2.000000;-2.000000;-2.272715;
550;1095;1408;1354;1.999939;1.999939;2.272645;
560;1136;1421;1376;-2.000000;-2.000000;-2.272715;
570;1108;1442;1430;1.999939;1.999939;2.272645;
